date,dji,djit
24JUL1967,904.53,
25JUL1967,901.29,
26JUL1967,903.14,
27JUL1967,903.14,
28JUL1967,901.53,
31JUL1967,904.24,
01AUG1967,912.97,
02AUG1967,922.27,
03AUG1967,921.98,
04AUG1967,923.77,
07AUG1967,920.37,
08AUG1967,922.45,
09AUG1967,926.72,
10AUG1967,925.22,
11AUG1967,920.65,
14AUG1967,916.32,
15AUG1967,919.15,
16AUG1967,915.68,
17AUG1967,918.23,
18AUG1967,919.04,
21AUG1967,912.27,
22AUG1967,907.48,
23AUG1967,905.11,
24AUG1967,898.46,
25AUG1967,894.07,
28AUG1967,894.71,
29AUG1967,894.76,
30AUG1967,893.72,
31AUG1967,901.29,
01SEP1967,901.18,
05SEP1967,904.13,
06SEP1967,906.96,
07SEP1967,908.17,
08SEP1967,907.54,
11SEP1967,909.62,
12SEP1967,911.75,
13SEP1967,923.77,
14SEP1967,929.44,
15SEP1967,933.48,
18SEP1967,938.74,
19SEP1967,930.07,
20SEP1967,929.79,
21SEP1967,930.48,
22SEP1967,934.35,
25SEP1967,943.08,
26SEP1967,937.18,
27SEP1967,933.14,
28SEP1967,929.38,
29SEP1967,926.66,
02OCT1967,921,
03OCT1967,924.47,
04OCT1967,921.29,
05OCT1967,927.13,
06OCT1967,928.74,
09OCT1967,933.31,
10OCT1967,926.61,
11OCT1967,920.25,
12OCT1967,913.2,
13OCT1967,918.17,
16OCT1967,908.52,
17OCT1967,904.36,
18OCT1967,903.49,
19OCT1967,903.72,
20OCT1967,896.73,
23OCT1967,894.65,
24OCT1967,888.18,
25OCT1967,886.73,
26OCT1967,890.89,
27OCT1967,888.18,
30OCT1967,886.62,
31OCT1967,879.74,
01NOV1967,867.08,
02NOV1967,864.83,
03NOV1967,856.62,
06NOV1967,855.29,
08NOV1967,849.57,
09NOV1967,856.97,
10NOV1967,862.81,
13NOV1967,859.74,
14NOV1967,852.4,
15NOV1967,855.18,
16NOV1967,859.74,
17NOV1967,862.11,
20NOV1967,857.78,
21NOV1967,870.95,
22NOV1967,874.02,
24NOV1967,877.6,
27NOV1967,882.11,
28NOV1967,884.88,
29NOV1967,883.15,
30NOV1967,875.81,
01DEC1967,879.16,
04DEC1967,883.5,
05DEC1967,888.12,
06DEC1967,892.28,
07DEC1967,892.22,
08DEC1967,887.25,
11DEC1967,882.05,
12DEC1967,881.3,
13DEC1967,882.34,
14DEC1967,883.44,
15DEC1967,880.61,
18DEC1967,881.65,
19DEC1967,881.36,
20DEC1967,886.9,
21DEC1967,888.35,
22DEC1967,887.37,
26DEC1967,888.12,
27DEC1967,894.94,
28DEC1967,897.83,
29DEC1967,905.11,
02JAN1968,906.84,
03JAN1968,904.13,
04JAN1968,899.39,
05JAN1968,901.24,
08JAN1968,908.92,
09JAN1968,908.29,
10JAN1968,903.95,
11JAN1968,899.79,
12JAN1968,898.98,
15JAN1968,892.74,
16JAN1968,887.14,
17JAN1968,883.78,
18JAN1968,882.8,
19JAN1968,880.32,
22JAN1968,871.71,
23JAN1968,864.77,
24JAN1968,862.23,
25JAN1968,864.25,
26JAN1968,865.06,
29JAN1968,863.67,
30JAN1968,859.57,
31JAN1968,855.47,
01FEB1968,861.36,
02FEB1968,863.56,
05FEB1968,861.13,
06FEB1968,861.25,
07FEB1968,859.92,
08FEB1968,850.32,
09FEB1968,840.04,
13FEB1968,831.77,
14FEB1968,837.38,
15FEB1968,839.23,
16FEB1968,836.34,
19FEB1968,838.65,
20FEB1968,843.1,
21FEB1968,849.23,
23FEB1968,849.8,
26FEB1968,841.77,
27FEB1968,846.68,
28FEB1968,844.72,
29FEB1968,840.5,
01MAR1968,840.44,
04MAR1968,830.56,
05MAR1968,827.03,
06MAR1968,837.21,
07MAR1968,836.22,
08MAR1968,835.24,
11MAR1968,843.04,
12MAR1968,843.22,
13MAR1968,842.23,
14MAR1968,830.91,
15MAR1968,837.55,
18MAR1968,840.09,
19MAR1968,832.99,
20MAR1968,830.85,
21MAR1968,825.13,
22MAR1968,826.05,
25MAR1968,827.27,
26MAR1968,831.54,
27MAR1968,836.57,
28MAR1968,835.12,
29MAR1968,840.67,
01APR1968,861.25,
02APR1968,863.96,
03APR1968,869.11,
04APR1968,872.52,
05APR1968,865.81,
08APR1968,884.42,
10APR1968,892.63,
11APR1968,905.69,
15APR1968,910.19,
16APR1968,906.78,
17APR1968,908.17,
18APR1968,909.21,
19APR1968,897.65,
22APR1968,891.99,
23APR1968,897.48,
24APR1968,898.46,
25APR1968,905.57,
26APR1968,906.03,
29APR1968,908.34,
30APR1968,912.22,
01MAY1968,913.2,
02MAY1968,918.05,
03MAY1968,919.21,
06MAY1968,914.53,
07MAY1968,919.9,
08MAY1968,918.86,
09MAY1968,911.35,
10MAY1968,912.91,
13MAY1968,909.96,
14MAY1968,908.06,
15MAY1968,907.82,
16MAY1968,903.72,
17MAY1968,898.98,
20MAY1968,894.19,
21MAY1968,896.32,
22MAY1968,896.79,
23MAY1968,893.15,
24MAY1968,895.28,
27MAY1968,891.6,
28MAY1968,896.78,
29MAY1968,895.21,
31MAY1968,899,
03JUN1968,905.38,
04JUN1968,916.63,
05JUN1968,907.42,
06JUN1968,910.13,
07JUN1968,914.88,
10JUN1968,913.38,
11JUN1968,917.95,
13JUN1968,913.86,
14JUN1968,913.62,
17JUN1968,903.45,
18JUN1968,900.2,
20JUN1968,898.28,
21JUN1968,900.93,
24JUN1968,901.83,
25JUN1968,901.41,
27JUN1968,898.76,
28JUN1968,897.8,
01JUL1968,896.35,
02JUL1968,896.84,
03JUL1968,903.51,
08JUL1968,912.6,
09JUL1968,920.42,
11JUL1968,922.82,
12JUL1968,922.46,
15JUL1968,923.72,
16JUL1968,921.2,
18JUL1968,917.95,
19JUL1968,913.92,
22JUL1968,900.32,
23JUL1968,898.1,
25JUL1968,885.47,
26JUL1968,888.47,
29JUL1968,883.36,
30JUL1968,883,
01AUG1968,878.07,
02AUG1968,871.27,
05AUG1968,872.53,
06AUG1968,876.92,
08AUG1968,870.37,
09AUG1968,869.65,
12AUG1968,881.02,
13AUG1968,884.68,
15AUG1968,879.51,
16AUG1968,885.89,
19AUG1968,887.68,
20AUG1968,888.67,
22AUG1968,888.3,
23AUG1968,892.34,
26AUG1968,896.13,
27AUG1968,893.65,
29AUG1968,894.33,
30AUG1968,896.01,
03SEP1968,900.36,
04SEP1968,906.95,
05SEP1968,917.52,
06SEP1968,921.25,
09SEP1968,924.98,
10SEP1968,919.38,
12SEP1968,915.65,
13SEP1968,917.21,
16SEP1968,921.37,
17SEP1968,923.05,
19SEP1968,923.98,
20SEP1968,924.42,
23SEP1968,930.45,
24SEP1968,938.28,
26SEP1968,933.24,
27SEP1968,933.8,
30SEP1968,935.79,
01OCT1968,942.32,
03OCT1968,949.47,
04OCT1968,952.95,
07OCT1968,956.68,
08OCT1968,956.24,
10OCT1968,949.78,
11OCT1968,949.59,
14OCT1968,949.96,
15OCT1968,955.31,
17OCT1968,958.91,
18OCT1968,967.49,
21OCT1968,967.49,
22OCT1968,963.14,
24OCT1968,956.68,
25OCT1968,961.28,
28OCT1968,957.73,
29OCT1968,951.08,
31OCT1968,952.39,
01NOV1968,948.41,
04NOV1968,946.23,
06NOV1968,949.47,
07NOV1968,950.65,
08NOV1968,958.98,
12NOV1968,964.2,
13NOV1968,967.43,
14NOV1968,963.89,
15NOV1968,965.88,
18NOV1968,963.7,
19NOV1968,966.75,
21NOV1968,965.13,
22NOV1968,967.06,
25NOV1968,971.35,
26NOV1968,979.49,
27NOV1968,976.32,
29NOV1968,985.08,
02DEC1968,983.34,
03DEC1968,985.21,
05DEC1968,977.69,
06DEC1968,978.24,
09DEC1968,979.36,
10DEC1968,977.69,
12DEC1968,977.13,
13DEC1968,981.29,
16DEC1968,976.32,
17DEC1968,970.91,
19DEC1968,975.14,
20DEC1968,966.99,
23DEC1968,953.75,
24DEC1968,952.32,
26DEC1968,954.25,
27DEC1968,952.51,
30DEC1968,945.11,
31DEC1968,943.75,
02JAN1969,947.73,
03JAN1969,951.89,
06JAN1969,936.66,
07JAN1969,925.72,
08JAN1969,921.25,
09JAN1969,927.46,
10JAN1969,925.53,
13JAN1969,923.11,
14JAN1969,928.33,
15JAN1969,931.75,
16JAN1969,938.59,
17JAN1969,935.54,
20JAN1969,931.25,
21JAN1969,929.82,
22JAN1969,934.17,
23JAN1969,940.2,
24JAN1969,938.59,
27JAN1969,937.47,
28JAN1969,938.4,
29JAN1969,938.09,
30JAN1969,942.13,
31JAN1969,946.05,
03FEB1969,946.85,
04FEB1969,945.11,
05FEB1969,945.98,
06FEB1969,946.67,
07FEB1969,947.85,
11FEB1969,948.97,
12FEB1969,949.09,
13FEB1969,952.7,
14FEB1969,951.95,
17FEB1969,937.72,
18FEB1969,930.82,
19FEB1969,925.1,
20FEB1969,916.65,
24FEB1969,903.97,
25FEB1969,899.8,
26FEB1969,905.77,
27FEB1969,903.03,
28FEB1969,905.21,
03MAR1969,908.63,
04MAR1969,919.51,
05MAR1969,923.11,
06MAR1969,913.54,
07MAR1969,911.18,
10MAR1969,917.14,
11MAR1969,920.93,
12MAR1969,917.52,
13MAR1969,907.14,
14MAR1969,904.28,
17MAR1969,904.03,
18MAR1969,907.38,
19MAR1969,912.11,
20MAR1969,920.13,
21MAR1969,920,
24MAR1969,917.08,
25MAR1969,917.08,
26MAR1969,923.3,
27MAR1969,930.88,
28MAR1969,935.48,
01APR1969,933.08,
02APR1969,930.92,
03APR1969,927.3,
07APR1969,918.78,
08APR1969,923.17,
09APR1969,929.97,
10APR1969,932.89,
11APR1969,933.46,
14APR1969,932.64,
15APR1969,931.94,
16APR1969,923.49,
17APR1969,924.12,
18APR1969,924.82,
21APR1969,917.51,
22APR1969,918.59,
23APR1969,917.64,
24APR1969,921.2,
25APR1969,924,
28APR1969,925.08,
29APR1969,934.1,
30APR1969,950.18,
01MAY1969,949.22,
02MAY1969,957.17,
05MAY1969,958.95,
06MAY1969,962.06,
07MAY1969,959.6,
08MAY1969,963.68,
09MAY1969,961.61,
12MAY1969,957.86,
13MAY1969,962.97,
14MAY1969,968.85,
15MAY1969,965.16,
16MAY1969,967.3,
19MAY1969,959.02,
20MAY1969,949.26,
21MAY1969,951.78,
22MAY1969,950.04,
23MAY1969,947.45,
26MAY1969,946.94,
27MAY1969,938.66,
28MAY1969,936.92,
29MAY1969,937.56,
02JUN1969,933.17,
03JUN1969,930.78,
04JUN1969,928.84,
05JUN1969,930.71,
06JUN1969,924.77,
09JUN1969,918.05,
10JUN1969,912.49,
11JUN1969,904.6,
12JUN1969,892.58,
13JUN1969,894.84,
16JUN1969,891.16,
17JUN1969,885.73,
18JUN1969,887.09,
19JUN1969,882.37,
20JUN1969,876.16,
23JUN1969,870.86,
24JUN1969,877.2,
25JUN1969,874.1,
26JUN1969,870.28,
27JUN1969,869.76,
30JUN1969,873.19,
01JUL1969,875.9,
02JUL1969,880.69,
03JUL1969,886.12,
07JUL1969,883.21,
08JUL1969,870.35,
09JUL1969,861.62,
10JUL1969,847.79,
11JUL1969,852.25,
14JUL1969,843.14,
15JUL1969,841.13,
16JUL1969,849.34,
17JUL1969,853.09,
18JUL1969,845.92,
22JUL1969,834.02,
23JUL1969,827.95,
24JUL1969,826.53,
25JUL1969,818.06,
28JUL1969,806.23,
29JUL1969,801.96,
30JUL1969,803.58,
31JUL1969,815.47,
01AUG1969,826.59,
04AUG1969,822.58,
05AUG1969,821.23,
06AUG1969,825.88,
07AUG1969,826.27,
08AUG1969,824.46,
11AUG1969,819.83,
12AUG1969,812.96,
13AUG1969,809.13,
14AUG1969,813.23,
15AUG1969,820.88,
18AUG1969,827.68,
19AUG1969,833.69,
20AUG1969,833.22,
21AUG1969,834.87,
22AUG1969,837.25,
25AUG1969,831.44,
26AUG1969,823.52,
27AUG1969,824.78,
28AUG1969,828.41,
29AUG1969,836.72,
02SEP1969,837.78,
03SEP1969,835.67,
04SEP1969,825.3,
05SEP1969,819.5,
08SEP1969,811.84,
09SEP1969,815.67,
10SEP1969,828.01,
11SEP1969,825.77,
12SEP1969,824.25,
15SEP1969,830.45,
16SEP1969,831.64,
17SEP1969,826.56,
18SEP1969,831.57,
19SEP1969,830.39,
22SEP1969,831.77,
23SEP1969,834.81,
24SEP1969,834.68,
25SEP1969,829.92,
26SEP1969,824.18,
29SEP1969,818.04,
30SEP1969,813.09,
01OCT1969,806.89,
02OCT1969,811.84,
03OCT1969,808.41,
06OCT1969,809.4,
07OCT1969,806.23,
08OCT1969,802.2,
09OCT1969,803.79,
10OCT1969,806.96,
13OCT1969,819.3,
14OCT1969,832.43,
15OCT1969,830.06,
16OCT1969,838.77,
17OCT1969,836.06,
20OCT1969,839.23,
21OCT1969,846.88,
22OCT1969,860.35,
23OCT1969,855.73,
24OCT1969,862.26,
27OCT1969,860.28,
28OCT1969,855.86,
29OCT1969,848.34,
30OCT1969,850.51,
31OCT1969,855.99,
03NOV1969,854.54,
04NOV1969,853.48,
05NOV1969,854.08,
06NOV1969,855.2,
07NOV1969,860.48,
10NOV1969,863.05,
11NOV1969,859.75,
12NOV1969,855.99,
13NOV1969,849.85,
14NOV1969,849.26,
17NOV1969,842.53,
18NOV1969,845.17,
19NOV1969,839.96,
20NOV1969,831.18,
21NOV1969,823.13,
24NOV1969,812.9,
25NOV1969,807.29,
26NOV1969,810.52,
28NOV1969,812.3,
01DEC1969,805.04,
02DEC1969,801.35,
03DEC1969,793.36,
04DEC1969,796.53,
05DEC1969,793.03,
08DEC1969,785.04,
09DEC1969,783.79,
10DEC1969,783.99,
11DEC1969,783.53,
12DEC1969,786.69,
15DEC1969,784.05,
16DEC1969,773.83,
17DEC1969,769.93,
18DEC1969,783.79,
19DEC1969,789.86,
22DEC1969,785.97,
23DEC1969,783.79,
24DEC1969,794.15,
26DEC1969,797.65,
29DEC1969,792.37,
30DEC1969,794.68,
31DEC1969,800.36,
02JAN1970,809.2,
05JAN1970,811.31,
06JAN1970,803.66,
07JAN1970,801.81,
08JAN1970,802.07,
09JAN1970,798.11,
12JAN1970,790.52,
13JAN1970,788.01,
14JAN1970,787.16,
15JAN1970,785.04,
16JAN1970,782.6,
19JAN1970,776.07,
20JAN1970,777.85,
21JAN1970,782.27,
22JAN1970,786.1,
23JAN1970,775.54,
26JAN1970,768.88,
27JAN1970,763.99,
28JAN1970,758.84,
29JAN1970,748.35,
30JAN1970,744.06,
02FEB1970,746.44,
03FEB1970,757.46,
04FEB1970,754.49,
05FEB1970,750.26,
06FEB1970,752.77,
09FEB1970,755.68,
10FEB1970,746.63,
11FEB1970,757.33,
12FEB1970,755.61,
13FEB1970,753.3,
16FEB1970,753.7,
17FEB1970,747.43,
18FEB1970,756.8,
19FEB1970,757.92,
20FEB1970,757.46,
24FEB1970,754.42,
25FEB1970,768.28,
26FEB1970,764.45,
27FEB1970,777.59,
02MAR1970,780.23,
03MAR1970,787.42,
04MAR1970,788.15,
05MAR1970,787.55,
06MAR1970,784.12,
09MAR1970,778.31,
10MAR1970,779.7,
11MAR1970,778.12,
12MAR1970,776.47,
13MAR1970,772.11,
16MAR1970,765.05,
17MAR1970,767.42,
18MAR1970,767.95,
19MAR1970,764.98,
20MAR1970,763.66,
23MAR1970,763.6,
24MAR1970,773.76,
25MAR1970,790.13,
26MAR1970,791.05,
30MAR1970,784.65,
31MAR1970,785.57,
01APR1970,792.04,
02APR1970,792.37,
03APR1970,791.84,
06APR1970,791.18,
07APR1970,791.64,
08APR1970,791.64,
09APR1970,792.5,
10APR1970,790.46,
13APR1970,785.9,
14APR1970,780.56,
15APR1970,782.6,
16APR1970,775.87,
17APR1970,775.94,
20APR1970,775.87,
21APR1970,772.51,
22APR1970,762.61,
23APR1970,750.59,
24APR1970,747.29,
27APR1970,735.15,
28APR1970,724.33,
29APR1970,737.39,
30APR1970,736.07,
01MAY1970,733.63,
04MAY1970,714.56,
05MAY1970,709.74,
06MAY1970,718.39,
07MAY1970,723.07,
08MAY1970,717.73,
11MAY1970,710.07,
12MAY1970,704.59,
13MAY1970,693.84,
14MAY1970,684.79,
15MAY1970,702.22,
18MAY1970,702.81,
19MAY1970,691.4,
20MAY1970,676.55,
21MAY1970,665.25,
22MAY1970,662.17,
25MAY1970,641.36,
26MAY1970,631.16,
27MAY1970,663.2,
28MAY1970,684.15,
29MAY1970,700.44,
01JUN1970,710.36,
02JUN1970,709.61,
03JUN1970,713.86,
04JUN1970,706.53,
05JUN1970,695.03,
08JUN1970,700.23,
09JUN1970,700.16,
10JUN1970,694.35,
11JUN1970,684.42,
12JUN1970,684.21,
15JUN1970,687.36,
16JUN1970,706.26,
17JUN1970,704.68,
18JUN1970,712.69,
19JUN1970,720.43,
22JUN1970,716.11,
23JUN1970,698.11,
24JUN1970,692.29,
25JUN1970,693.59,
26JUN1970,687.84,
29JUN1970,682.91,
30JUN1970,683.53,
01JUL1970,687.64,
02JUL1970,689.14,
06JUL1970,675.66,
07JUL1970,669.36,
08JUL1970,682.09,
09JUL1970,692.77,
10JUL1970,700.1,
13JUL1970,702.22,
14JUL1970,703.04,
15JUL1970,711.66,
16JUL1970,723.44,
17JUL1970,735.08,
20JUL1970,733.91,
21JUL1970,722.07,
22JUL1970,724.67,
23JUL1970,732.68,
24JUL1970,730.22,
27JUL1970,730.08,
28JUL1970,731.45,
29JUL1970,735.56,
30JUL1970,734.73,
31JUL1970,734.12,
03AUG1970,722.96,
04AUG1970,725.9,
05AUG1970,724.81,
06AUG1970,722.82,
07AUG1970,725.7,
10AUG1970,713.92,
11AUG1970,712.55,
12AUG1970,710.64,
13AUG1970,707.35,
14AUG1970,710.84,
17AUG1970,709.06,
18AUG1970,716.66,
19AUG1970,723.99,
20AUG1970,729.6,
21AUG1970,745.41,
24AUG1970,759.58,
25AUG1970,758.97,
26AUG1970,760.47,
27AUG1970,759.79,
28AUG1970,765.81,
31AUG1970,764.58,
01SEP1970,758.15,
02SEP1970,756.64,
03SEP1970,765.27,
04SEP1970,771.15,
08SEP1970,773.14,
09SEP1970,766.43,
10SEP1970,760.75,
11SEP1970,761.84,
14SEP1970,757.12,
15SEP1970,750.55,
16SEP1970,754.31,
17SEP1970,757.67,
18SEP1970,758.49,
21SEP1970,751.92,
22SEP1970,747.47,
23SEP1970,754.38,
24SEP1970,759.31,
25SEP1970,761.77,
28SEP1970,758.97,
29SEP1970,760.88,
30SEP1970,760.68,
01OCT1970,760.68,
02OCT1970,766.16,
05OCT1970,776.7,
06OCT1970,782.45,
07OCT1970,783.68,
08OCT1970,777.04,
09OCT1970,768.69,
12OCT1970,764.24,
13OCT1970,760.06,
14OCT1970,762.73,
15OCT1970,767.87,
16OCT1970,763.35,
19OCT1970,756.5,
20OCT1970,758.83,
21OCT1970,759.65,
22OCT1970,757.87,
23OCT1970,759.38,
26OCT1970,756.43,
27OCT1970,754.45,
28OCT1970,755.96,
29OCT1970,753.56,
30OCT1970,755.61,
02NOV1970,758.01,
03NOV1970,768.07,
04NOV1970,770.81,
05NOV1970,771.56,
06NOV1970,771.97,
09NOV1970,777.66,
10NOV1970,777.38,
11NOV1970,779.5,
12NOV1970,768,
13NOV1970,759.79,
16NOV1970,760.13,
17NOV1970,760.47,
18NOV1970,754.24,
19NOV1970,755.82,
20NOV1970,761.57,
23NOV1970,767.52,
24NOV1970,772.73,
25NOV1970,774.71,
27NOV1970,781.35,
30NOV1970,794.09,
01DEC1970,794.29,
02DEC1970,802.64,
03DEC1970,808.53,
04DEC1970,816.06,
07DEC1970,818.66,
08DEC1970,815.1,
09DEC1970,815.24,
10DEC1970,821.06,
11DEC1970,825.92,
14DEC1970,823.18,
15DEC1970,819.62,
16DEC1970,819.07,
17DEC1970,822.15,
18DEC1970,822.77,
21DEC1970,821.54,
22DEC1970,822.77,
23DEC1970,823.11,
24DEC1970,828.38,
28DEC1970,830.91,
29DEC1970,842,
30DEC1970,841.32,
31DEC1970,838.92,
04JAN1971,830.57,
05JAN1971,835.77,
06JAN1971,837.97,
07JAN1971,837.83,
08JAN1971,837.01,
11JAN1971,837.21,
12JAN1971,844.19,
13JAN1971,841.11,
14JAN1971,843.31,
15JAN1971,845.7,
18JAN1971,847.82,
19JAN1971,849.47,
20JAN1971,849.95,
21JAN1971,854.74,
22JAN1971,861.31,
25JAN1971,865.62,
26JAN1971,866.79,
27JAN1971,860.83,
28JAN1971,865.14,
29JAN1971,868.5,
01FEB1971,877.81,
02FEB1971,874.59,
03FEB1971,876.23,
04FEB1971,874.79,
05FEB1971,876.57,
08FEB1971,882.12,
09FEB1971,879.79,
10FEB1971,881.09,
11FEB1971,885.34,
12FEB1971,888.83,
16FEB1971,890.06,
17FEB1971,887.87,
18FEB1971,885.06,
19FEB1971,878.56,
22FEB1971,868.98,
23FEB1971,870,
24FEB1971,875.62,
25FEB1971,881.98,
26FEB1971,878.83,
01MAR1971,882.53,
02MAR1971,883.01,
03MAR1971,882.39,
04MAR1971,891.36,
05MAR1971,898,
08MAR1971,898.62,
09MAR1971,899.1,
10MAR1971,895.88,
11MAR1971,899.44,
12MAR1971,898.34,
15MAR1971,908.2,
16MAR1971,914.64,
17MAR1971,914.02,
18MAR1971,916.83,
19MAR1971,912.92,
22MAR1971,910.6,
23MAR1971,908.89,
24MAR1971,899.37,
25MAR1971,900.81,
26MAR1971,903.48,
29MAR1971,903.48,
30MAR1971,903.39,
31MAR1971,904.37,
01APR1971,903.88,
02APR1971,903.04,
05APR1971,905.07,
06APR1971,912.73,
07APR1971,918.49,
08APR1971,920.39,
12APR1971,926.64,
13APR1971,927.28,
14APR1971,932.55,
15APR1971,938.17,
16APR1971,940.21,
19APR1971,948.85,
20APR1971,944.42,
21APR1971,941.33,
22APR1971,940.63,
23APR1971,947.79,
26APR1971,944,
27APR1971,947.09,
28APR1971,950.82,
29APR1971,948.15,
30APR1971,941.75,
03MAY1971,932.41,
04MAY1971,938.45,
05MAY1971,939.92,
06MAY1971,937.39,
07MAY1971,936.97,
10MAY1971,932.55,
11MAY1971,937.25,
12MAY1971,937.46,
13MAY1971,936.34,
14MAY1971,936.06,
17MAY1971,921.3,
18MAY1971,918.56,
19MAY1971,920.04,
20MAY1971,923.41,
21MAY1971,921.87,
24MAY1971,913.15,
25MAY1971,906.69,
26MAY1971,906.41,
27MAY1971,905.78,
28MAY1971,907.81,
01JUN1971,913.65,
02JUN1971,919.62,
03JUN1971,921.3,
04JUN1971,922.15,
07JUN1971,923.06,
08JUN1971,915.01,
09JUN1971,912.46,
10JUN1971,915.96,
11JUN1971,916.47,
14JUN1971,907.71,
15JUN1971,907.2,
16JUN1971,908.59,
17JUN1971,906.25,
18JUN1971,889.16,
21JUN1971,876.53,
22JUN1971,874.42,
23JUN1971,879.45,
24JUN1971,877.26,
25JUN1971,876.68,
28JUN1971,873.1,
29JUN1971,882.3,
30JUN1971,891.14,
01JUL1971,893.03,
02JUL1971,890.19,
06JUL1971,892.3,
07JUL1971,895.88,
08JUL1971,900.99,
09JUL1971,901.8,
12JUL1971,903.4,
13JUL1971,892.38,
14JUL1971,891.21,
15JUL1971,888.87,
16JUL1971,888.51,
19JUL1971,886.39,
20JUL1971,892.3,
21JUL1971,890.84,
22JUL1971,886.68,
23JUL1971,887.78,
26JUL1971,888.87,
27JUL1971,880.7,
28JUL1971,872.01,
29JUL1971,861.42,
30JUL1971,858.43,
02AUG1971,864.92,
03AUG1971,850.03,
04AUG1971,844.92,
05AUG1971,849.45,
06AUG1971,850.61,
09AUG1971,842.65,
10AUG1971,839.59,
11AUG1971,846.38,
12AUG1971,859.01,
13AUG1971,856.02,
16AUG1971,888.95,
17AUG1971,899.9,
18AUG1971,886.17,
19AUG1971,880.77,
20AUG1971,880.91,
23AUG1971,892.38,
24AUG1971,904.13,
25AUG1971,908.37,
26AUG1971,906.1,
27AUG1971,908.15,
30AUG1971,901.43,
31AUG1971,898.07,
01SEP1971,899.02,
02SEP1971,900.63,
03SEP1971,912.75,
07SEP1971,916.47,
08SEP1971,920.93,
09SEP1971,915.89,
10SEP1971,911,
13SEP1971,909.39,
14SEP1971,901.65,
15SEP1971,904.86,
16SEP1971,903.11,
17SEP1971,908.22,
20SEP1971,905.15,
21SEP1971,903.4,
22SEP1971,893.55,
23SEP1971,891.28,
24SEP1971,889.31,
27SEP1971,883.47,
28SEP1971,884.42,
29SEP1971,883.83,
30SEP1971,887.19,
01OCT1971,893.98,
04OCT1971,895.66,
05OCT1971,891.14,
06OCT1971,900.55,
07OCT1971,901.8,
08OCT1971,893.91,
11OCT1971,891.94,
12OCT1971,893.55,
13OCT1971,888.8,
14OCT1971,878.36,
15OCT1971,874.58,
18OCT1971,872.44,
19OCT1971,868.43,
20OCT1971,855.65,
21OCT1971,854.85,
22OCT1971,852.37,
25OCT1971,848.5,
26OCT1971,845.36,
27OCT1971,836.38,
28OCT1971,837.62,
29OCT1971,839,
01NOV1971,825.86,
02NOV1971,827.98,
03NOV1971,842.58,
04NOV1971,843.17,
05NOV1971,840.39,
08NOV1971,837.54,
09NOV1971,837.91,
10NOV1971,826.15,
11NOV1971,814.91,
12NOV1971,812.94,
15NOV1971,810.53,
16NOV1971,818.71,
17NOV1971,822.14,
18NOV1971,815.35,
19NOV1971,810.67,
22NOV1971,803.15,
23NOV1971,797.97,
24NOV1971,798.63,
26NOV1971,816.59,
29NOV1971,829.73,
30NOV1971,831.34,
01DEC1971,846.01,
02DEC1971,848.79,
03DEC1971,859.59,
06DEC1971,855.72,
07DEC1971,857.4,
08DEC1971,854.85,
09DEC1971,852.15,
10DEC1971,856.75,
13DEC1971,858.79,
14DEC1971,855.14,
15DEC1971,863.76,
16DEC1971,871.39,
17DEC1971,873.8,
20DEC1971,885.01,
21DEC1971,888.32,
22DEC1971,884.86,
23DEC1971,881.17,
27DEC1971,881.47,
28DEC1971,889.98,
29DEC1971,893.66,
30DEC1971,889.07,
31DEC1971,890.2,
03JAN1972,889.3,
04JAN1972,892.23,
05JAN1972,904.43,
06JAN1972,908.49,
07JAN1972,910.37,
10JAN1972,907.96,
11JAN1972,912.1,
12JAN1972,910.82,
13JAN1972,905.18,
14JAN1972,906.68,
17JAN1972,911.12,
18JAN1972,917.22,
19JAN1972,914.96,
20JAN1972,910.3,
21JAN1972,907.44,
24JAN1972,896.82,
25JAN1972,894.72,
26JAN1972,889.15,
27JAN1972,899.83,
28JAN1972,906.38,
31JAN1972,902.17,
01FEB1972,901.79,
02FEB1972,905.85,
03FEB1972,903.15,
04FEB1972,906.68,
07FEB1972,903.97,
08FEB1972,907.13,
09FEB1972,918.72,
10FEB1972,921.28,
11FEB1972,917.59,
14FEB1972,910.9,
15FEB1972,914.51,
16FEB1972,922.94,
17FEB1972,922.03,
18FEB1972,917.52,
22FEB1972,913.46,
23FEB1972,911.88,
24FEB1972,912.7,
25FEB1972,922.79,
28FEB1972,924.29,
29FEB1972,928.13,
01MAR1972,935.43,
02MAR1972,933.77,
03MAR1972,942.43,
06MAR1972,950.18,
07MAR1972,946.87,
08MAR1972,945.59,
09MAR1972,942.81,
10MAR1972,939.87,
13MAR1972,928.66,
14MAR1972,934,
15MAR1972,937.31,
16MAR1972,936.71,
17MAR1972,942.88,
20MAR1972,941.15,
21MAR1972,934,
22MAR1972,933.93,
23MAR1972,944.69,
24MAR1972,942.28,
27MAR1972,939.72,
28MAR1972,937.01,
29MAR1972,933.02,
30MAR1972,940.7,
03APR1972,940.92,
04APR1972,943.41,
05APR1972,954.55,
06APR1972,959.44,
07APR1972,962.6,
10APR1972,958.08,
11APR1972,962.6,
12APR1972,966.96,
13APR1972,965.53,
14APR1972,967.72,
17APR1972,966.59,
18APR1972,968.92,
19APR1972,964.78,
20APR1972,966.29,
21APR1972,963.8,
24APR1972,957.48,
25APR1972,946.49,
26APR1972,946.94,
27APR1972,945.97,
28APR1972,954.17,
